id,active,address,birthdate,cin,city,createdon,filenum,firstname,gender,insured,job,landline,lastname,mobile,postalcode,createdby,email
430,t,00342 Schiller Circle,1966-12-11,BP168567,,,D430,Clarette,F,f,,204-231-8135,Muxworthy,792-438-7919,88686,,
431,f,8 Menomonie Drive,1992-06-07,AY103214,,,D431,Brigida,M,t,,429-746-2823,Burbage,572-113-8030,13896,,
432,t,6744 Becker Trail,1976-04-18,RX699965,,,D432,Kriste,M,t,,815-505-5920,Kendrew,746-315-3246,12644,,
433,t,2431 Kingsford Way,1979-10-05,IZ384386,,,D433,Morgen,M,f,,314-332-6314,Cluelow,369-474-1011,89458,,
434,f,7605 Magdeline Plaza,1980-01-07,C8757115,,,D434,Valentina,M,f,,138-128-1985,Emmanuele,553-538-6321,12918,,
435,f,9 Packers Trail,2013-08-10,GA573359,,,D435,Harmonie,F,f,,482-442-6727,Gittoes,547-167-5189,43281,,
436,t,1 Fair Oaks Trail,1953-01-31,BH743291,,,D436,Nap,M,f,,203-293-7742,Cullin,254-473-6188,22651,,
437,t,34268 Continental Court,1977-07-13,EG760466,,,D437,Abbi,M,f,,0,Cawte,287-150-7173,32022,,
438,t,08 Melrose Plaza,1995-10-29,XL699729,,,D438,Ryun,F,t,,0,Gounel,572-419-9750,38613,,
439,f,28 Colorado Way,2019-08-02,BT328576,,,D439,Garner,M,t,,708-176-3492,Hasselby,216-918-6107,32170,,
440,t,23 Thierer Lane,2017-04-05,YE470062,,,D440,Rolph,M,t,,993-884-9750,Hazzard,657-414-1315,48384,,
441,t,8843 Sunnyside Lane,1963-06-26,RF976653,,,D441,Gui,M,t,,562-369-0722,Kedie,760-671-9183,40401,,
442,f,20439 Elmside Park,1968-05-04,P7969987,,,D442,Baillie,M,f,,493-919-2162,Todarello,261-950-7502,27792,,
443,f,9 Drewry Hill,1977-10-18,WI995662,,,D443,Bill,F,f,,813-206-8508,Kenelin,621-844-5078,68990,,
444,t,6 Wayridge Lane,1978-05-10,T7106345,,,D444,Amy,M,f,,477-821-2809,Drewery,508-450-9928,31252,,
445,t,877 Bowman Way,1996-04-24,O6604959,,,D445,Jacky,F,f,,600-104-1710,Archell,568-172-7017,89941,,
446,f,495 Barby Center,1974-10-17,BL535369,,,D446,Thorndike,F,t,,244-779-3610,Weatherill,915-992-6592,15333,,
447,f,800 Red Cloud Place,2020-04-21,VY510752,,,D447,Tracy,F,f,,142-736-6903,Salters,475-678-1364,65842,,
448,f,2517 Victoria Park,2009-05-16,KK009950,,,D448,Deva,F,t,,0,Walczynski,102-679-8811,17748,,
449,f,45217 Rieder Way,1984-10-24,ZQ154102,,,D449,Savina,M,f,,431-526-5496,Danelut,581-110-7888,91378,,
450,t,73602 Mosinee Hill,1961-02-05,XR428385,,,D450,Adriano,M,t,,436-393-4705,Swatradge,292-159-0998,56464,,
451,f,76973 Rieder Terrace,1992-07-21,Y9419909,,,D451,Wyn,F,f,,697-829-1951,Celloni,919-476-4214,89382,,
452,f,5028 Colorado Trail,1954-01-22,H2927429,,,D452,Cornell,M,t,,271-654-3595,Mongan,525-244-6399,44964,,
453,t,864 4th Crossing,2018-10-24,OE984459,,,D453,Hakim,F,t,,626-194-1984,Coultas,329-583-6989,61683,,
454,f,6719 Corscot Plaza,1998-04-17,SK303089,,,D454,Arron,M,t,,357-233-3969,Slite,627-498-6264,74434,,
455,t,0 Cordelia Avenue,1976-12-27,P5912117,,,D455,Bruce,M,f,,433-398-3237,Adamek,270-176-7496,19402,,
456,t,9 Clarendon Crossing,1988-04-02,EJ273279,,,D456,Chip,F,t,,0,Brister,411-823-4197,80087,,
457,f,63 Golf Circle,1984-07-25,R5114282,,,D457,Guthry,M,f,,0,Kobierzycki,930-781-6271,21570,,
458,f,0109 Reinke Park,2006-01-02,CS646448,,,D458,Abelard,F,f,,415-488-3455,Berford,845-450-9202,86799,,
459,f,44 Mitchell Plaza,2018-04-02,E6191280,,,D459,Clem,M,f,,986-882-5162,Dawks,685-526-6241,69472,,
460,t,6491 Cherokee Junction,1974-12-16,AD530934,,,D460,Lisabeth,F,f,,824-593-8529,Growy,125-371-9521,24348,,
461,t,3 Fairfield Plaza,1952-05-20,UE264728,,,D461,Darcee,M,f,,602-585-5332,MacGlory,544-741-3107,89945,,
462,f,8 Riverside Point,1991-08-02,PX058508,,,D462,Marcello,F,f,,779-832-4554,Dole,788-986-7753,81077,,
463,t,02726 Miller Place,2003-06-12,BE169801,,,D463,Hynda,F,t,,113-535-5164,Edowes,633-635-9418,53214,,
464,t,6 Kinsman Center,1958-06-03,D8407666,,,D464,Aliza,M,f,,273-340-0073,Pauel,194-356-3117,38511,,
465,f,88 Derek Road,1972-06-15,AL919963,,,D465,Casar,M,f,,747-193-0213,O'Dennehy,489-395-9208,25268,,
466,f,4219 Kings Pass,2006-06-03,HJ695352,,,D466,Flossie,F,f,,259-823-6857,Blackadder,512-191-0387,32908,,
467,f,3737 Clove Court,1963-03-01,I5525458,,,D467,Anica,M,t,,905-103-7659,Osment,901-600-6021,11061,,
468,t,50157 Golden Leaf Park,1963-03-08,IQ079371,,,D468,Ladonna,F,t,,946-986-0307,Knath,266-417-6664,65549,,
469,f,56275 Canary Road,1983-02-16,R7726743,,,D469,Lynde,F,t,,0,Pengilly,299-373-5219,73261,,
470,t,37 Burrows Way,2003-08-21,KN675335,,,D470,Ranique,M,t,,913-115-4435,Renny,210-261-5528,36248,,
471,t,7807 Huxley Place,1969-11-14,WF694668,,,D471,Hester,F,t,,598-777-0238,Orgel,407-676-8624,22266,,
472,f,2937 Delaware Street,1983-06-02,B2148616,,,D472,Tome,F,f,,366-459-6138,Costy,294-526-0295,33382,,
473,t,56332 Loftsgordon Circle,1979-08-29,QZ758318,,,D473,Arny,F,f,,0,Donhardt,342-315-3578,18759,,
474,t,3 Ridge Oak Circle,1985-02-11,YV398353,,,D474,Fionnula,M,t,,583-995-2079,Caldow,982-549-7568,21684,,
475,t,269 Hanover Hill,1991-07-02,EQ258850,,,D475,Thomasine,F,t,,317-496-6999,Matt,303-239-7480,21879,,
476,f,107 Derek Trail,1969-10-03,O8297826,,,D476,Jeanne,F,f,,294-347-7692,Highton,953-485-0372,79496,,
477,f,1 Briar Crest Trail,2018-06-01,JJ902274,,,D477,Meir,F,t,,562-518-5136,Scarlett,332-892-0897,92087,,
478,t,76 Spenser Road,2008-06-05,V0052958,,,D478,Suzanna,M,f,,997-626-2051,O'Halleghane,539-563-0053,35299,,
479,t,25 Starling Trail,1999-09-13,LJ886899,,,D479,Gaylord,F,f,,283-427-3165,Fradgley,227-973-3446,13156,,
480,f,846 Dexter Pass,2010-05-29,OI039056,,,D480,Maurise,F,t,,795-838-8308,Hollyland,852-111-4748,91543,,
481,f,3 Karstens Street,1974-09-10,L6177287,,,D481,Georgie,F,t,,715-579-8838,Bartoszewski,446-449-1039,57378,,
482,t,07508 Larry Alley,1974-12-10,PW405919,,,D482,Abbie,M,t,,660-969-1138,Mayoh,682-651-8696,28062,,
483,f,13594 Arizona Street,1986-11-13,HI500488,,,D483,Darlleen,M,t,,662-681-1083,Sainer,456-642-2004,62844,,
484,t,30 Lawn Way,1974-12-08,SF695356,,,D484,Talbot,F,t,,993-770-8889,Noore,801-998-9456,40495,,
485,t,218 Memorial Alley,1973-07-19,XE237915,,,D485,Teodoro,M,f,,337-299-3817,Greenman,605-419-5071,38498,,
486,f,64128 Truax Junction,2018-04-21,FR010781,,,D486,George,F,t,,0,Blackstock,622-848-3217,38681,,
487,t,27 Harbort Center,2017-11-27,M7009432,,,D487,Kevyn,F,t,,440-895-4078,Hackelton,623-395-1295,87840,,
488,t,368 Duke Place,2004-03-28,YG964585,,,D488,Evelyn,F,t,,151-401-9059,Browning,476-895-2381,74208,,
489,f,1018 Chive Crossing,1965-03-09,JW724377,,,D489,Flin,F,f,,589-303-7073,Harmon,555-969-3983,78193,,
490,t,41 Heffernan Road,1967-02-12,NP469925,,,D490,Wilburt,M,t,,105-243-8106,Klaves,310-338-2009,32095,,
491,t,0759 Artisan Point,2013-06-16,PH086120,,,D491,Sylvan,F,t,,205-395-2151,Imlen,104-319-4385,21459,,
492,f,9 Elgar Place,2004-09-17,DI109373,,,D492,Ilse,F,t,,435-142-6486,Blakden,260-144-6942,12294,,
493,f,94 Elgar Terrace,1986-07-31,MX368996,,,D493,Dulce,F,f,,282-362-5097,Terran,531-499-5971,16080,,
494,f,8 Express Court,2016-02-08,LH655651,,,D494,Tabby,M,t,,526-176-6755,Beecker,789-678-6761,33152,,
495,f,959 Clemons Road,2020-04-04,HG526647,,,D495,Beauregard,F,f,,526-229-7815,Andrysiak,301-436-2656,25668,,
496,t,3 Reindahl Terrace,1997-10-30,L6666340,,,D496,Lowe,F,f,,450-608-3600,Staynes,986-329-8428,10906,,
497,f,6 Dixon Street,1967-10-16,EA983147,,,D497,Elberta,F,t,,694-626-3184,Bemlott,772-457-9389,93558,,
498,f,30 Basil Point,1982-08-07,ZB515792,,,D498,Josey,F,t,,421-434-7716,Basketter,383-770-9372,32615,,
499,t,06655 Toban Pass,2014-10-28,LZ397662,,,D499,Gaven,F,f,,914-575-9500,Gunthorp,216-384-4581,29928,,
500,t,7820 Kipling Alley,1961-11-26,SX329783,,,D500,Lorry,M,t,,431-371-6336,Dorkens,695-555-5781,42947,,
501,t,5380 Gina Alley,2004-06-27,EF790265,,,D501,Irena,M,t,,627-245-9489,Croad,861-166-5568,49412,,
502,t,121 Jenifer Drive,2011-06-14,V7151781,,,D502,Horatius,M,t,,169-795-8359,MacAdam,370-272-9389,82432,,
503,f,047 Service Hill,1988-02-28,JL116246,,,D503,Westbrooke,M,t,,0,Brosetti,607-547-4924,56865,,
504,f,1 Granby Place,1980-11-08,CX731233,,,D504,Clare,M,f,,776-430-0769,Moller,916-710-5203,83347,,
505,t,55234 Straubel Point,1983-04-25,NN266256,,,D505,Kirstin,F,f,,681-368-2995,Pennings,107-695-8810,51449,,
506,f,585 Aberg Hill,1959-01-01,KK194848,,,D506,Zachary,F,t,,0,Currum,982-320-8443,10469,,
507,t,1367 Brown Road,1964-06-02,FW976300,,,D507,Fred,M,t,,0,Champniss,624-933-9363,52916,,
508,t,7174 Mallory Alley,1966-10-05,W1796544,,,D508,Donal,F,t,,461-840-5499,Kiehnlt,945-817-3113,19847,,
509,f,2 Kinsman Drive,1996-03-11,A5351183,,,D509,Willamina,F,t,,991-409-0772,Hallows,815-717-9141,62290,,
510,t,5106 Marquette Park,1991-02-15,NZ611951,,,D510,Joline,M,t,,278-324-2440,Kosel,415-878-5331,30184,,
511,f,07711 Sutherland Drive,1988-11-05,E3042570,,,D511,Micheil,M,t,,936-926-2003,Skatcher,357-263-3823,69087,,
512,t,18 Butterfield Parkway,2019-06-28,O2272298,,,D512,Sidoney,M,t,,284-478-0705,Seide,654-370-7305,81193,,
513,f,64366 Forest Trail,1966-04-03,C8277537,,,D513,Maye,M,t,,436-257-8039,Moncrieffe,324-313-9438,81454,,
514,t,74266 Rigney Drive,2005-12-19,HV695236,,,D514,Tammie,F,t,,227-989-1874,Wetherell,670-456-9461,21013,,
515,f,977 Little Fleur Lane,2000-10-20,HX293005,,,D515,Gregg,M,f,,941-173-8721,Trebbett,347-928-7249,78862,,
516,t,8 Clarendon Avenue,1982-02-23,L6513898,,,D516,Shep,M,f,,433-562-6124,Nicolson,905-326-8349,69364,,
517,t,5 Nobel Place,1981-07-10,OJ108299,,,D517,Xylia,M,t,,0,Boddymead,640-190-2330,45839,,
518,t,05094 Delaware Circle,1951-05-16,NF721247,,,D518,Rutledge,F,f,,659-412-7552,Compson,280-148-4258,37928,,
519,f,991 Kipling Pass,1996-11-14,H4458092,,,D519,Phaedra,F,f,,206-839-4115,Dunsmore,255-468-2675,61726,,
520,f,8859 Kensington Way,2011-08-04,XH010279,,,D520,Latia,F,f,,488-638-6139,Feragh,564-350-1129,45703,,
521,f,1602 Bluestem Junction,2018-07-27,ES775090,,,D521,Claresta,M,f,,881-989-1489,Hubery,592-993-6429,87334,,
522,t,202 Park Meadow Hill,2012-06-08,OF000176,,,D522,Linet,F,f,,321-433-5108,Broxton,631-496-8992,59816,,
523,t,3 Loeprich Parkway,2004-04-27,I1142224,,,D523,Creigh,F,f,,792-600-0144,Catlin,249-102-6500,62414,,
524,f,78882 Elmside Hill,1997-04-29,D1987850,,,D524,Willis,M,t,,0,Lavington,505-880-9809,51656,,
525,f,95 Golf Pass,2006-11-16,VV042298,,,D525,Noelani,M,f,,0,Leet,564-103-5739,63226,,
526,t,30354 Vermont Street,2012-02-08,QJ094439,,,D526,Rori,F,t,,610-831-9232,Mancktelow,314-873-0673,25104,,
527,f,5728 Grayhawk Place,1998-06-24,TS332552,,,D527,Solomon,M,f,,238-520-4189,Sole,682-625-1392,68174,,
528,t,5 Bunting Circle,1965-06-27,GU724282,,,D528,Sauncho,F,f,,551-324-9914,Gheorghie,827-556-5348,83718,,
529,f,60 Mallard Court,2008-07-20,KC020278,,,D529,Malena,M,t,,395-368-6207,Delacoste,736-999-3338,48098,,
530,t,159 Coleman Pass,1959-12-04,WA010593,,,D530,Belle,F,f,,0,Corstorphine,853-241-6939,84018,,
531,f,6344 Cody Terrace,1973-01-04,TA296496,,,D531,Selle,F,t,,315-619-7762,Ferreiro,951-800-3029,31133,,
532,f,892 Sutteridge Junction,1984-01-10,EQ300406,,,D532,Horatius,M,t,,490-593-3469,Johanchon,700-220-2071,91888,,
533,f,301 Rieder Pass,1955-05-05,JS231751,,,D533,Archaimbaud,M,f,,492-277-7801,Jeste,511-910-8734,35969,,
534,f,8444 Mayer Junction,1953-01-23,D4252260,,,D534,Ario,M,t,,334-660-7710,Bleyman,975-840-6131,90749,,
535,f,801 Armistice Place,2014-09-25,HQ630055,,,D535,Maurine,M,f,,144-702-3273,Wynn,910-670-7750,44876,,
536,f,993 Dryden Trail,1970-12-25,O8051781,,,D536,Melamie,M,f,,991-139-4289,Greenroad,261-158-3767,23321,,
537,t,36 Esker Terrace,2016-07-21,TH939179,,,D537,Noland,M,t,,0,Comber,176-744-5691,22358,,
538,t,4310 Moland Way,1987-04-28,NC317504,,,D538,Renate,F,t,,608-318-2123,Rawson,218-598-4686,30201,,
539,f,1756 Continental Terrace,2005-07-21,AY079256,,,D539,Hillery,F,t,,523-482-3390,Collington,951-357-5831,93985,,
540,t,060 Crowley Crossing,1970-02-07,Y7209082,,,D540,Camala,F,f,,440-526-3939,Jouhandeau,965-475-6877,43308,,
541,f,74255 Fremont Center,1955-10-15,FS610108,,,D541,Chiarra,M,f,,100-108-5875,Onn,137-988-2524,70987,,
542,t,26004 Marcy Hill,2014-01-31,QD981361,,,D542,Kristy,M,f,,692-477-5625,Dunk,465-566-3019,63057,,
543,t,44841 South Court,2005-05-15,H1985744,,,D543,Armstrong,M,t,,703-110-2838,Porte,850-131-4999,47485,,
544,t,7911 Browning Circle,1963-11-24,V0621856,,,D544,Brittne,M,f,,0,Touret,507-364-3434,75013,,
545,t,6 Spaight Street,1970-06-02,UQ017846,,,D545,Bobina,F,f,,855-146-3776,Blench,612-320-3184,80601,,
546,t,0 Maple Wood Park,2019-11-09,BW912841,,,D546,Eleanora,M,t,,607-746-9552,Sall,829-825-8532,85642,,
547,f,94 Alpine Terrace,1960-02-20,HI331330,,,D547,Emmery,M,t,,515-615-3244,Bloor,414-616-5343,61769,,
548,t,93275 Kings Hill,1953-11-26,NM515039,,,D548,Reginald,F,t,,900-937-0477,Mozzini,323-423-5557,45843,,
549,f,67 Orin Street,1994-11-09,UL579253,,,D549,Gwen,F,f,,492-544-6012,Perfili,240-788-1654,13230,,
550,f,963 Dwight Hill,1975-09-28,UW906438,,,D550,Kettie,F,f,,974-552-9762,Peatt,910-210-0994,49016,,
551,f,50170 American Pass,1967-09-13,SF053299,,,D551,Malcolm,F,t,,947-738-8743,MacVay,203-399-8766,71689,,
552,f,2 Lindbergh Court,2012-09-13,CM395401,,,D552,Laetitia,F,t,,916-832-0685,Brigg,960-532-5911,29887,,
553,t,0038 Forster Junction,2006-11-29,XJ654084,,,D553,Tracee,M,f,,0,Scemp,991-125-4668,78308,,
554,f,9 Coleman Junction,1963-06-10,WI432492,,,D554,Claudetta,M,t,,0,Colnett,221-261-3491,66968,,
555,t,3426 Vernon Plaza,1955-05-10,U7340612,,,D555,Aubrette,F,f,,0,Theze,663-268-1195,60580,,
556,f,5 Susan Terrace,2019-03-18,XE233201,,,D556,Reece,M,f,,0,MacGilpatrick,256-762-0452,82377,,
557,f,09356 High Crossing Court,1959-08-05,V9579265,,,D557,Sylvester,M,t,,881-233-2265,Edland,243-897-5216,90953,,
558,t,0 Brickson Park Circle,1990-09-30,M9594088,,,D558,Colas,M,f,,0,Lefeuvre,178-343-8832,14006,,
559,f,56 Westend Alley,1974-06-07,IC338887,,,D559,Jackson,F,t,,301-419-8889,Farre,872-223-5151,41729,,
560,f,349 Bobwhite Court,1961-10-25,QZ626990,,,D560,Kevon,M,f,,864-946-2804,Gath,905-449-7306,55239,,
561,t,7 Anhalt Parkway,1972-05-06,M5502570,,,D561,Enrica,M,f,,0,Stearn,855-688-0807,52981,,
562,f,6 Stuart Lane,1998-11-26,RY621769,,,D562,Douglass,F,t,,0,Farquharson,702-845-6015,65166,,
563,f,3198 Hayes Point,1971-01-26,F1242727,,,D563,Anneliese,M,f,,479-430-2448,Datte,489-620-8572,80733,,
564,f,740 8th Road,1988-06-05,TE391431,,,D564,Ossie,F,t,,449-899-7218,Simla,621-137-6727,86679,,
565,t,584 Beilfuss Circle,1955-02-09,DD812840,,,D565,Raimondo,M,f,,486-564-7169,Sustins,406-528-6113,59784,,
566,f,96 Esker Junction,1950-04-02,RF507999,,,D566,Blondelle,F,t,,865-442-4089,Aronstein,622-862-9931,54657,,
567,t,0908 Utah Court,2010-02-06,MI837595,,,D567,Barrett,M,t,,287-495-8189,Yarnton,212-659-8494,19329,,
568,f,1 Merry Lane,1969-01-03,RG437628,,,D568,Sofie,M,t,,968-584-3691,Rickeard,225-244-1972,47885,,
569,t,8733 Buhler Street,1984-02-15,UW302553,,,D569,Joshua,F,f,,112-628-2603,Coping,625-486-8655,82959,,
570,t,9 Division Place,1979-08-06,W6213244,,,D570,Ailbert,M,t,,0,Holwell,538-490-4283,85649,,
571,t,1456 Quincy Parkway,2000-05-23,ZI725203,,,D571,Gherardo,F,t,,522-365-3543,Sherlaw,520-857-3356,72812,,
572,f,358 Fremont Center,1992-02-28,NP213696,,,D572,Jania,F,t,,762-871-9108,Longstaffe,536-381-2630,54473,,
573,f,67833 Green Ridge Parkway,2015-05-14,N2532390,,,D573,Romain,F,t,,0,Poytress,448-643-7870,66912,,
574,f,441 Hoard Avenue,1997-10-17,GY922075,,,D574,Dina,M,t,,173-350-0725,Judron,649-371-0524,10772,,
575,f,961 Crowley Plaza,2007-05-26,XQ721881,,,D575,Jeana,M,f,,381-754-6081,Piesing,668-405-7587,40745,,
576,f,0 Mandrake Plaza,1959-07-07,Z8426078,,,D576,Emilio,M,f,,211-215-2607,Plaster,713-420-5324,87560,,
577,t,20 Esch Street,1971-02-05,U6159004,,,D577,Edgar,M,t,,903-424-2594,Rowlin,215-761-1393,56094,,
578,f,03 Oak Crossing,2001-02-08,KU764159,,,D578,Cassaundra,M,t,,654-575-3350,Thurlow,173-547-6968,40175,,
579,t,34615 Lake View Place,2015-11-12,QR743476,,,D579,Humbert,M,f,,124-165-3771,Ethridge,559-415-1802,66558,,
580,t,439 Knutson Lane,2001-09-17,LJ937029,,,D580,Pryce,F,f,,0,Boram,957-374-3787,58636,,
581,t,38144 Buhler Lane,1989-01-11,QC268894,,,D581,Rafe,F,f,,545-686-3390,Deighan,683-270-3618,73897,,
582,f,530 Bultman Crossing,1989-01-05,R0245998,,,D582,Delmer,M,t,,518-424-1422,Ottee,308-491-2011,56754,,
583,t,394 Jenifer Alley,2008-05-16,H4381617,,,D583,Bettina,F,f,,703-413-2786,Lauridsen,737-650-7365,92584,,
584,t,68 Delladonna Lane,1979-05-14,JR164981,,,D584,Bruno,F,f,,781-445-9789,Barcroft,915-762-5164,62355,,
585,t,7 Thompson Junction,1970-07-18,HW136365,,,D585,Mel,M,f,,882-731-3880,Morfett,892-493-2908,23699,,
586,t,772 Hanover Pass,1958-08-17,YN898777,,,D586,Dannye,M,t,,650-943-0062,Sterricker,791-666-0298,46752,,
587,t,8 Chive Pass,2005-04-29,AO520381,,,D587,Catie,F,t,,765-127-1262,Edis,531-579-9064,62728,,
588,t,56 Becker Trail,1974-07-06,MX754580,,,D588,Elane,M,t,,862-204-8900,Bromet,987-280-3924,27910,,
589,t,8 Waxwing Park,1958-10-25,HE595423,,,D589,Carr,M,t,,0,Ebunoluwa,830-636-6415,72225,,
590,f,24 Rockefeller Road,1966-04-06,TZ000719,,,D590,Vassili,M,t,,0,Harkin,697-903-6488,88015,,
591,f,08 6th Crossing,1953-03-14,HO857841,,,D591,Rhoda,F,t,,0,Jacobovitch,108-808-4885,20164,,
592,f,970 Magdeline Avenue,1972-03-29,IT113779,,,D592,Dode,M,f,,186-351-9625,Kollach,107-347-2205,82498,,
593,f,761 Old Gate Court,2009-11-11,KK712892,,,D593,Alleyn,M,t,,0,Knightley,808-736-5021,19021,,
594,t,670 Novick Way,1999-10-16,V1616758,,,D594,Pavla,M,t,,431-469-0968,Tatton,777-480-8913,74631,,
595,f,207 Kropf Way,2002-04-13,CA229061,,,D595,Almira,F,f,,748-290-2188,McKune,598-440-7044,38349,,
596,f,9 Brentwood Parkway,1988-05-14,JI925555,,,D596,Coreen,F,t,,636-257-0532,Snoxill,325-832-3814,49218,,
597,t,2 Talisman Terrace,1960-02-17,E7367253,,,D597,Rayna,M,t,,958-954-6884,Bendson,907-582-4817,26826,,
598,f,6 Pawling Crossing,1974-02-19,RB958767,,,D598,Sarina,F,f,,449-154-8708,Shopcott,793-995-8702,25790,,
599,f,5 Riverside Hill,1957-09-12,W5102596,,,D599,Arlee,M,f,,197-116-6020,Salery,479-950-4467,27968,,
600,f,0318 Veith Avenue,1962-12-25,GY579463,,,D600,Tresa,M,t,,0,Gerrelts,158-341-0976,90128,,
601,f,5 Charing Cross Pass,1980-02-19,ZN193576,,,D601,Kellie,M,f,,0,Tolwood,443-301-4237,44164,,
602,f,737 Lunder Plaza,1977-04-18,QP915994,,,D602,Loraine,M,t,,525-394-5049,Eul,182-122-3605,12444,,
603,f,9 Eliot Crossing,1975-05-13,WH030384,,,D603,Corie,M,t,,354-617-9035,Jenney,114-772-9285,19534,,
604,f,61846 Jenna Plaza,1955-04-13,UX681241,,,D604,Mellisa,F,t,,906-387-4897,Lockyer,883-117-0227,90399,,
605,f,390 Melody Lane,2001-08-08,LZ616584,,,D605,Thornie,M,t,,517-681-6969,Petroselli,116-458-9051,31473,,
606,t,60 Carpenter Road,1960-05-21,M1745747,,,D606,Brooks,F,f,,851-202-9217,Kroll,569-759-4013,16881,,
607,f,07 Lotheville Crossing,2000-07-22,N4155235,,,D607,Burnaby,M,t,,626-235-9067,Uzzell,857-239-9800,27798,,
608,t,08286 Lyons Lane,2001-12-14,X8047644,,,D608,Ignatius,M,f,,389-845-8136,Exer,114-315-5485,54708,,
609,f,0 Mcbride Crossing,1964-09-22,ZK083532,,,D609,Sander,F,t,,635-251-9788,Candwell,691-250-3370,16669,,
610,t,14 Ronald Regan Circle,2019-08-26,NQ169653,,,D610,Tades,M,t,,267-675-4339,Poller,712-800-3290,49120,,
611,f,57865 Eliot Hill,2016-01-26,WV691240,,,D611,Brnaby,F,f,,764-527-6046,Greenough,294-969-4918,16802,,
612,t,28 Old Gate Road,2011-09-09,DP881191,,,D612,Lucienne,M,t,,791-186-0574,Jickles,397-508-2149,31104,,
613,t,438 Division Plaza,2012-09-28,LA328778,,,D613,Tim,F,t,,0,Pavolillo,863-367-7799,11030,,
614,t,805 Brickson Park Point,1991-04-03,PB240759,,,D614,Ailsun,F,f,,407-829-2927,Dome,130-493-8125,13514,,
615,t,08709 Monument Parkway,1974-01-02,TD464692,,,D615,Gertie,F,f,,373-695-7202,Dash,591-935-6288,17809,,
616,t,04835 Clemons Court,1978-08-20,LM682052,,,D616,Gaspar,M,f,,780-275-2538,Huck,323-877-2678,42236,,
617,t,9652 Dorton Plaza,1970-09-27,PV634840,,,D617,Arnuad,M,t,,606-388-5860,Neillans,913-682-4203,94050,,
618,t,69357 Shoshone Parkway,1981-06-15,GJ818635,,,D618,Northrop,M,f,,695-386-2381,Dunphy,460-357-5750,10105,,
619,t,326 Browning Pass,1975-02-14,DI605232,,,D619,Bartlett,M,f,,386-842-8480,McIlwrick,558-112-7710,85103,,
620,f,64 Blue Bill Park Drive,1996-12-09,T3175526,,,D620,Clerkclaude,M,t,,527-775-9452,Jozwicki,719-550-6270,23057,,
621,f,948 Homewood Crossing,1985-09-29,HH458263,,,D621,Kippy,F,f,,0,Struss,203-737-7315,17712,,
622,f,59066 Moose Road,1971-09-17,C0560579,,,D622,Letta,M,f,,111-299-5259,Bounde,941-617-7263,57995,,
623,t,650 Fordem Park,1995-05-28,UI759008,,,D623,Axel,F,t,,0,Dunrige,176-879-9099,88162,,
624,f,203 Scoville Plaza,2018-01-15,NP757448,,,D624,Glenden,F,f,,248-708-6352,Blackmuir,329-727-3437,63871,,
625,t,8230 Warrior Trail,2003-04-09,CM572685,,,D625,Payton,M,f,,808-498-0396,Beedell,799-745-1477,20584,,
626,t,65936 Northwestern Alley,1986-11-10,TP163691,,,D626,Ransell,M,t,,573-694-1949,Shimoni,388-436-7931,56483,,
627,f,45 Autumn Leaf Crossing,1998-01-14,TH867238,,,D627,Lidia,F,f,,429-846-5902,Treacy,300-385-0791,25461,,
628,t,54460 Monterey Trail,1957-05-24,VY312496,,,D628,Kliment,F,f,,0,Joanic,953-998-5182,21288,,
629,f,48 Ridgeway Drive,1974-08-26,PO949609,,,D629,Ervin,F,t,,0,Arend,208-738-4056,71481,,
630,f,0436 Graceland Court,2002-08-29,II248691,,,D630,Portie,F,f,,738-439-9714,Habbeshaw,309-256-0359,74876,,
631,f,71 Merchant Street,2011-11-27,IQ406612,,,D631,Rina,M,t,,457-434-1214,Gunnell,294-209-7579,11108,,
632,f,13093 International Trail,1959-07-06,RJ701513,,,D632,Bev,F,t,,335-714-8136,Pressland,893-925-3048,65708,,
633,t,3 Melby Drive,2006-04-24,IB924963,,,D633,Abigale,M,t,,279-799-5100,Batisse,413-678-1877,75574,,
634,t,12 Sugar Terrace,1979-11-14,FE044239,,,D634,Benjamen,M,f,,291-769-5112,Monahan,282-432-3990,94065,,
635,f,328 Manufacturers Way,1957-12-03,IP597021,,,D635,Cynthea,F,f,,671-690-2985,Flinders,598-824-6858,59453,,
636,f,53 Hayes Terrace,2003-11-15,UW707601,,,D636,Ann-marie,F,f,,111-862-5045,Talmadge,124-455-9296,15568,,
637,t,906 Hoffman Alley,1974-09-13,SD015432,,,D637,Ado,F,t,,993-926-9637,Dionisii,846-926-5447,20917,,
638,t,2093 Texas Avenue,1980-10-20,H9838112,,,D638,Putnem,F,f,,0,Brimilcombe,930-204-2945,61119,,
639,f,14472 Graceland Junction,1966-11-23,EG264879,,,D639,Isabelle,F,f,,901-304-3509,Handasyde,235-849-4396,53752,,
640,f,4610 Fordem Circle,1956-08-04,IY854960,,,D640,Vasily,M,f,,0,Antonomolii,463-681-1502,82186,,
641,f,9937 Nova Pass,2016-08-08,X8501182,,,D641,Vidovik,M,f,,475-932-0978,Hardstaff,948-817-4288,34238,,
642,f,529 7th Place,2020-03-09,NF244769,,,D642,Emlynn,M,t,,0,Duckhouse,128-880-2909,63323,,
643,f,4 Monument Alley,2009-03-20,N1930308,,,D643,Abey,M,f,,705-158-8538,Mailes,511-492-1041,46025,,
